total_charge_mC,total_charge_mAh,total_energy_mJ,time
0.6419055606079102,0.00017830710016886393,1.9257166818237303,0.356475830078125
28.877292804870603,0.008021470223575168,86.6318784146118,16.036468505859375
54.48974705291748,0.015136040848032634,163.46924115875242,30.260101318359375
81.80047721343993,0.022722354781511096,245.4014316403198,45.427032470703125
111.17433538879393,0.03088175983022054,333.52300616638183,61.73956298828125
135.9616244302368,0.037767117897288004,407.88487329071046,75.50515747070312
163.54837094390868,0.045430103039974634,490.6451128317261,90.82546997070312
189.92530148590086,0.05275702819052802,569.7759044577027,105.47390747070312
217.8220285757446,0.060506119048817954,653.466085727234,120.96609497070312
244.0161114590454,0.06778225318306817,732.0483343771364,135.51296997070312
272.92583814727783,0.07581273281868829,818.7775144418337,151.56802368164062
300.5266455789185,0.0834796237719218,901.5799367367555,166.89614868164062
326.284732723999,0.09063464797888862,978.8541981719972,181.20086669921875
353.9418324725342,0.09831717568681506,1061.8254974176027,196.56024169921875
380.6564175506592,0.105737893764072,1141.9692526519777,211.39617919921875
406.10539261260993,0.11280705350350274,1218.3161778378299,225.52896118164062
433.94542371765147,0.12054039547712539,1301.8362711529544,240.98992919921875
460.36459884216316,0.1278790552339342,1381.0937965264895,255.66180419921875
487.82476645446786,0.1355068795706855,1463.4742993634036,270.91180419921875
515.4677166433717,0.143185476845381,1546.403149930115,286.2633361816406
543.3498609646607,0.15093051693462795,1630.0495828939822,301.7477111816406
568.5170413308716,0.15792140036968655,1705.551123992615,315.7242736816406
597.8481194436646,0.1660689220676846,1793.5443583309939,332.0133361816406
623.099685642395,0.17308324601177638,1869.2990569271853,346.0367736816406
651.1365940554809,0.18087127612652248,1953.4097821664432,361.6070861816406
677.443259821167,0.1881786832836575,2032.3297794635014,376.21649169921875
705.3254356976319,0.19592373213823105,2115.9763070928957,391.70086669921875
733.0246378591919,0.20361795496088664,2199.0739135775757,407.0836486816406
758.3466085809326,0.21065183571692572,2275.039825742798,421.14617919921875
787.0165375994874,0.21861570488874646,2361.049612798462,437.06805419921875
810.9598708612061,0.22526663079477943,2432.8796125836184,450.36492919921875
839.1795921853638,0.23310544227371213,2517.5387765560913,466.0367736816406
864.600058546753,0.24016668292965357,2593.8001756402587,480.15399169921875
891.5819289959717,0.24766164694332543,2674.745786987915,495.13836669921875
919.5064426132202,0.25541845628145005,2758.5193278396605,510.6462097167969
947.0794133279419,0.2630776148133172,2841.2382399838257,525.9586486816406
975.7634801263428,0.27104541114620634,2927.2904403790285,541.8883666992188
1000.0444196453857,0.2777901165681627,3000.1332589361573,555.3727416992188
1030.177317414856,0.2861603659485711,3090.531952244568,572.1070861816406
1056.8496709109497,0.2935693530308193,3170.5490127328494,586.9195861816406
1085.758777460327,0.3015996604056464,3257.276332380982,602.9743041992188
1109.3926288641358,0.30816461912892656,3328.1778865924075,616.0993041992188
1137.753086461792,0.31604252401716443,3413.259259385376,631.8493041992188
1162.4559810647584,0.32290443918465506,3487.367943194275,645.5680236816406
1189.0018119525148,0.33027828109792073,3567.005435857544,660.3102416992188
1218.2344134686282,0.33839844818573,3654.7032404058837,676.5446166992188
1243.6406845364384,0.3454557457045661,3730.922053609314,690.6539611816406
1272.268384353333,0.35340788454259237,3816.8051530599973,706.5523986816406
1297.3793355926518,0.3603831487757365,3892.1380067779537,720.4977416992188
1324.136110748902,0.3678155863191393,3972.4083322467036,735.3571166992188
1352.3136263088995,0.3756426739746942,4056.9408789266963,751.0055236816406
1378.5077028445442,0.3829188063457066,4135.52310853363,765.5523986816406
1406.291474774781,0.3906365207707724,4218.87442432434,780.9821166992188
1434.3987342254645,0.3984440928404067,4303.19620267639,796.5914916992188
1460.4802445413216,0.40568895681703365,4381.440733623961,811.0758361816406
1486.9134578176888,0.413031516060469,4460.740373453063,825.7555236816406
1514.40178567566,0.4206671626876832,4543.205357026976,841.0211791992188
1541.2711094549568,0.42813086373748793,4623.813328364867,855.9430541992188
1567.3948206521613,0.4353874501811559,4702.184461956481,870.4508361816406
1597.0354060745246,0.44362094613181235,4791.106218223571,886.9117736816406
1621.5555498577887,0.4504320971827191,4864.666649573363,900.5289916992188
1650.338026950074,0.45842722970835387,4951.014080850219,916.5133666992188
1675.2942105999764,0.46535950294443784,5025.8826317999265,930.3727416992188
1705.427089326478,0.4737297470351327,5116.281267979431,947.1070861816406
1732.2828641455087,0.4811896844848635,5196.848592436523,962.021240234375
1758.9411875701912,0.4885947743250531,5276.823562710571,976.8258666992188
1784.8680147454843,0.4957966707626345,5354.60404423645,991.2243041992188
1811.062027969056,0.50307278554696,5433.186083907165,1005.7711486816406
1840.0696127020274,0.5111304479727853,5520.2088381060785,1021.8805541992188
1866.0948925482187,0.5183596923745051,5598.284677644653,1036.3336791992188
1893.4425111102305,0.525956253086175,5680.327533330688,1051.5211791992188
1920.3117679153452,0.5334199355320403,5760.935303746032,1066.4430236816406
1945.9573075970468,0.5405436965547351,5837.871922791137,1080.6852416992188
1973.389338114625,0.5481637050318402,5920.168014343872,1095.9196166992188
2000.5962273001107,0.5557211742500308,6001.788681900329,1111.0289611816406
2029.3786860208138,0.5637163016724482,6088.136058062438,1127.0133361816406
2055.010130482789,0.5708361473563303,6165.030391448363,1141.2477416992188
2080.1491768060314,0.577819215779453,6240.44753041809,1155.2086791992188
2109.7194384735117,0.5860331773537532,6329.158315420531,1171.6305541992188
2134.5630242263805,0.5929341733962167,6403.689072679137,1185.4273986816406
2161.4464716864027,0.6004017976906673,6484.339415059203,1200.3571166992188
2191.354336620485,0.6087095379501345,6574.063009861449,1216.9664916992188
2215.6352243020647,0.6154542289727954,6646.905672906188,1230.4508361816406
2243.2923076321426,0.6231367521200394,6729.876922896422,1245.8102111816406
2271.2589364373794,0.6309052601214941,6813.776809312132,1261.3414916992188
2300.6040700970475,0.6390566861380685,6901.812210291136,1277.6383666992188
2323.071985618898,0.645297773783027,6969.215956856688,1290.1158447265625
2351.2900445193495,0.6531361234775969,7053.870133558043,1305.7867736816406
2378.764306454469,0.660767862904019,7136.292919363402,1321.0446166992188
2405.492947872926,0.6681924855202571,7216.478843618773,1335.8883666992188
2432.6716823855604,0.6757421339959888,7298.015047156676,1350.9820861816406
2460.5820230242934,0.6834950063956369,7381.746069072875,1366.4821166992188
2488.53451636902,0.6912595878802832,7465.603549107054,1382.0055541992188
2515.1787422918715,0.6986607617477419,7545.536226875609,1396.8024291992188
2542.498224308473,0.7062495067523535,7627.494672925413,1411.9743041992188
2568.69229614441,0.7135256378178917,7706.076888433226,1426.5211791992188
2595.350612953492,0.7209307258204145,7786.051838860471,1441.3258666992188
2621.2071105755626,0.7281130862709896,7863.621331726682,1455.6852416992188
2648.639094199525,0.7357330817220903,7945.917282598569,1470.9195861816406
2675.8460678948986,0.7432905744152496,8027.5382036846895,1486.0289916992188
2703.6867009503185,0.7510240835973107,8111.060102850949,1501.4902954101562
2730.105865942994,0.7583627405397206,8190.317597828976,1516.1621704101562
2755.3996647613535,0.7653887957670427,8266.198994284054,1530.2090454101562
