total_charge_mC,total_charge_mAh,total_energy_mJ,time
0.6268477255249024,0.0001741243682013618,1.8805431765747072,0.348114013671875
28.876242237854008,0.008021178399403889,86.62872671356202,16.035919189453125
54.46582346496582,0.015129395406934948,163.39747039489748,30.24688720703125
81.78524341400147,0.02271812317055596,245.35573024200443,45.418670654296875
111.15909983795167,0.03087752773276435,333.47729951385503,61.731231689453125
135.94633449707032,0.03776287069363064,407.839003491211,75.496826171875
163.49076994232178,0.04541410276175605,490.47230982696533,90.79367065429688
189.90984496917724,0.05275273471366035,569.7295349075317,105.46554565429688
217.80657281005858,0.06050182578057184,653.4197184301757,120.957763671875
243.97246201904295,0.06777012833862306,731.9173860571289,135.489013671875
272.8961435275268,0.07580448431320191,818.6884305825805,151.55184936523438
300.5109567013549,0.08347526575037639,901.5328701040648,166.88778686523438
326.2689832385253,0.09063027312181261,978.806949715576,181.1925048828125
353.9260215856933,0.09831278377380372,1061.7780647570798,196.5518798828125
380.6124123791503,0.10572567010531955,1141.837237137451,211.3721923828125
406.089459472351,0.11280262763120863,1218.268378417053,225.52059936523438
433.92943125122065,0.12053595312533909,1301.788293753662,240.9815673828125
460.34854588989253,0.12787459608052573,1381.0456376696775,255.6534423828125
487.7805181799316,0.13549458838331435,1463.3415545397947,270.8878173828125
515.4515413156128,0.14318098369878135,1546.3546239468383,286.2549743652344
543.3196133239745,0.15092211481221518,1629.9588399719237,301.7315673828125
568.4866792306518,0.15791296645295885,1705.4600376919554,315.7080993652344
597.789565500183,0.1660526570833842,1793.3686965005493,331.9815368652344
623.0692077584838,0.1730747799329122,1869.2076232754516,346.0205993652344
651.1201802209472,0.18086671672804092,1953.3605406628417,361.5987548828125
677.4267311608886,0.18817409198913576,2032.280193482666,376.2081298828125
705.308849053955,0.19591912473720977,2115.926547161865,391.6925048828125
732.9939261495971,0.20360942393044368,2198.9817784487914,407.0674743652344
758.3299071911621,0.21064719644198948,2274.9897215734863,421.1378173828125
786.999834458313,0.21861106512730916,2360.999503374939,437.0597229003906
810.9431124221802,0.22526197567282782,2432.8293372665407,450.3565979003906
839.1627764343262,0.23310077123175726,2517.488329302979,466.0284423828125
864.5831305944824,0.24016198072068956,2593.7493917834477,480.1456298828125
891.5649444641114,0.2476569290178087,2674.694833392334,495.1300048828125
919.489458649292,0.2554137385136922,2758.468375947876,510.63787841796875
947.0623860290527,0.2630728850080702,2841.1871580871584,525.9503173828125
975.7323330715942,0.27103675918655395,2927.196999214783,541.8722229003906
1000.0272837649536,0.277785356601376,3000.081851294861,555.3644104003906
1030.1601275183104,0.28615559097730847,3090.4803825549316,572.0987548828125
1056.7902253234863,0.29355284036763507,3170.3706759704587,586.8878173828125
1085.6430086721803,0.3015675024089389,3256.9290260165403,602.9112854003906
1109.3752724636843,0.3081597979065789,3328.125817391052,616.0909729003906
1137.7215506555178,0.31603376407097705,3413.1646519665524,631.8331298828125
1162.4384517330934,0.32289956992585916,3487.3153551992796,645.5596618652344
1188.9842231115724,0.33027339530877,3566.9526693347166,660.3018798828125
1218.2167660339358,0.33839354612053757,3654.6502981018066,676.5362548828125
1243.6229803390504,0.34545082787195835,3730.868941017151,690.6455993652344
1272.2224877023316,0.3533951354728698,3816.6674631069945,706.5284118652344
1297.3474483459472,0.36037429120720754,3892.0423450378416,720.4815673828125
1324.0900972766112,0.3678028047990587,3972.2702918298337,735.3331298828125
1352.2816230343626,0.37563378417621185,4056.844869103088,750.9893493652344
1378.489707753601,0.3829138077093336,4135.469123260803,765.5440368652344
1406.2734212731932,0.39063150590922036,4218.82026381958,780.9737548828125
1434.3806216418457,0.39843906156717934,4303.1418649255365,796.5831298828125
1460.4620748287964,0.40568390967466567,4381.3862244863885,811.0674743652344
1486.867093942566,0.4130186372062683,4460.601281827697,825.7315368652344
1514.3834978601076,0.4206620827389187,4543.150493580321,841.0128173828125
1541.2527631066896,0.42812576752963594,4623.758289320068,855.9346923828125
1567.3482819723513,0.43537452277009747,4702.044845917053,870.4268493652344
1597.0169425387576,0.443615817371877,4791.050827616272,886.9034118652344
1621.5370290710453,0.4504269525197347,4864.611087213135,900.5206298828125
1650.3194479357915,0.4584220688710531,4950.958343807373,916.5050048828125
1675.2755742736822,0.4653543261871338,5025.826722821045,930.3643798828125
1705.4083939791876,0.4737245538831075,5116.2251819375615,947.0987243652344
1732.2500417791755,0.4811805671608819,5196.750125337525,962.0050659179688
1758.8801141989143,0.48857780949969826,5276.640342596741,976.7940368652344
1784.8491374523933,0.4957914270701091,5354.547412357178,991.2159423828125
1811.0430918991096,0.5030675255275303,5433.129275697326,1005.7627868652344
1840.0224833850104,0.5111173564958361,5520.067450155029,1021.8565673828125
1866.061771964112,0.5183504922122533,5598.185315892334,1036.3175048828125
1893.4233997473152,0.5259509443742542,5680.270199241943,1051.5128173828125
