time,total_charge_mC,total_charge_mAh,total_energy_mJ
32904,1.808110700683594,0.0005022529724121094,5.424332102050782
462225,25.401093727111817,0.007055859368642172,76.20328118133546
491530,27.01110947570801,0.007503085965474446,81.03332842712403
491530,27.010500588989256,0.0075029168302747935,81.03150176696776
491502,27.009460150756833,0.007502627819654677,81.0283804522705
491538,27.010936467895508,0.007503037907748752,81.03280940368653
491520,27.009961462402345,0.0075027670728895395,81.02988438720703
491518,27.01031951843262,0.007502866532897949,81.03095855529786
491522,27.010055249633787,0.007502793124898275,81.03016574890137
491520,27.009946997070312,0.007502763054741754,81.02984099121095
491532,27.010621536865234,0.007502950426907009,81.0318646105957
491532,27.010601456298826,0.007502944848971896,81.03180436889649
491522,27.010063977661133,0.007502795549350314,81.0301919329834
491519,27.00989833343506,0.0075027495370652945,81.02969500030518
491506,27.009214985961915,0.007502559718322754,81.02764495788576
491532,27.011066177978517,0.007503073938327365,81.03319853393553
491522,27.010063733520507,0.007502795481533474,81.03019120056152
491520,27.00995291748047,0.00750276469930013,81.0298587524414
491520,27.009972875976562,0.007502770243326823,81.02991862792967
491518,27.009838988647463,0.007502733052402072,81.02951696594239
491522,27.010064099731444,0.007502795583258735,81.03019229919434
491520,27.009952734375002,0.007502764648437499,81.02985820312499
491520,27.009969641113283,0.0075027693447536885,81.02990892333983
491518,27.009826293334964,0.0075027295259263785,81.02947888000489
491522,27.010063977661133,0.007502795549350314,81.0301919329834
491520,27.009952490234376,0.0075027645806206595,81.02985747070313
491518,27.00985028015137,0.007502736188930936,81.0295508404541
491520,27.009933081054687,0.007502759189181857,81.02979924316406
491522,27.01006367248535,0.0075027954645792636,81.03019101745605
491520,27.009952673339846,0.00750276463148329,81.02985802001953
491522,27.010080213012696,0.0075028000591701935,81.03024063903808
491518,27.009831420288087,0.007502730950080024,81.02949426086425
491522,27.010066235961915,0.007502796176656087,81.03019870788573
491520,27.010463720703125,0.007502906589084201,81.03139116210937
491520,27.009972387695314,0.007502770107693142,81.02991716308594
491518,27.009845214233398,0.0075027347817314995,81.0295356427002
491523,27.010121918640138,0.007502811644066705,81.03036575592041
491519,27.009900042419435,0.007502750011783178,81.02970012725831
491518,27.009845153198246,0.00750273476477729,81.02953545959473
