time,total_charge_mC,total_charge_mAh,total_energy_mJ
11407,0.6268477255249024,0.0001741243682013618,1.8805431765747072
514058,28.249394817504882,0.007847054115973577,84.74818445251465
465665,25.58958147125244,0.007108217075347901,76.76874441375733
497148,27.31936219116211,0.007588711719767253,81.95808657348634
534531,29.37390832244873,0.008159418978457981,88.1217249673462
451070,24.787177389526367,0.006885327052646213,74.3615321685791
501248,27.544488137207033,0.007651246704779731,82.6334644116211
480768,26.41907514892578,0.007338631985812718,79.25722544677734
507649,27.89672777984619,0.007749091049957277,83.69018333953858
476160,26.165889208984375,0.007268302558051215,78.49766762695313
526347,28.923681386413573,0.008034355940670437,86.77104415924072
502528,27.6148129296875,0.00767078136935764,82.84443878906251
468737,25.758025987854005,0.007155007218848333,77.274077963562
503296,27.657038103027347,0.007682510584174264,82.97111430908205
485632,26.686390427246092,0.007412886229790582,80.05917128173827
463615,25.47704648284912,0.007076957356346978,76.43113944854737
506625,27.83997116851807,0.007733325324588351,83.51991350555419
480768,26.419114455566408,0.007338642904324002,79.25734336669922
499200,27.431972045898437,0.007619992234971788,82.29591613769531
503551,27.671022647399905,0.0076863951798333075,83.01306794219971
507136,27.868016325683595,0.007741115646023221,83.6040489770508
457984,25.167120246582034,0.0069908667351616756,75.5013607397461
533248,29.30288559814453,0.008139690443929036,87.9086567944336
460032,25.279641892089842,0.007022122747802734,75.83892567626953
510464,28.050916657714847,0.007791921293809679,84.15274997314454
478720,26.30654971923828,0.007307374922010635,78.91964915771484
507393,27.88217192779541,0.007745047757720947,83.64651578338623
503807,27.685075569763182,0.007690298769378661,83.05522670928956
461057,25.335979698791505,0.007037772138553195,76.0079390963745
521728,28.669868593750003,0.007963852387152779,86.00960578125
435712,23.943273996582032,0.006650909443495009,71.82982198974608
513535,28.2196606552124,0.007838794626447888,84.6589819656372
462593,25.420406058654784,0.007061223905181885,76.26121817596436
491008,26.981812526855467,0.007494947924126519,80.94543758056642
508162,27.924512293090817,0.007756808970303006,83.77353687927246
501757,27.57286742462158,0.007659129840172661,82.71860227386475
521729,28.669941549377445,0.007963872652604845,86.00982464813232
442112,24.294949289550782,0.006748597024875217,72.88484786865234
548351,30.132840457458496,0.008370233460405137,90.3985213723755
484608,26.630091640625,0.0073972476779513895,79.890274921875
525056,28.852723515625,0.008014645421006945,86.55817054687502
431872,23.732259458007814,0.006592294293891059,71.19677837402344
515840,28.346328259277342,0.007873980072021485,85.03898477783203
449792,24.71695358642578,0.006865820440673828,74.15086075927734
483072,26.545714169921872,0.0073738094916449655,79.63714250976562
531968,29.232540786132812,0.008120150218370226,87.69762235839845
462336,25.406267119140626,0.0070572964219835065,76.2188013574219
520448,28.599507607421874,0.007944307668728298,85.79852282226564
495104,27.206857343750002,0.00755746037326389,81.62057203124999
506637,27.84062745880127,0.007733507627444796,83.5218823764038
